iz,z,logMh_center,phi,centrals_only
iz142,,13.299999999999988,0.0,True
iz142,,13.499999999999988,0.0,True
iz142,,13.699999999999987,0.0,True
iz142,,13.899999999999986,0.0,True
iz142,,14.099999999999985,0.0,True
iz142,,14.299999999999985,0.0,True
iz142,,14.499999999999984,0.0,True
iz142,,14.699999999999983,0.0,True
iz142,,14.899999999999983,0.0,True
iz155,,10.1,0.803608809978246,True
iz155,,10.299999999999999,0.45002093358781775,True
iz155,,10.499999999999998,0.2713233943134947,True
iz155,,10.699999999999998,0.1745047976570452,True
iz155,,10.899999999999997,0.08737287990947885,True
iz155,,11.099999999999996,0.052240596702633806,True
iz155,,11.299999999999995,0.028674497267589586,True
iz155,,11.499999999999995,0.015132423768106102,True
iz155,,11.699999999999994,0.007903558910730576,True
iz155,,11.899999999999993,0.004048164320130295,True
iz155,,12.099999999999993,0.0024578140515076788,True
iz155,,12.299999999999992,0.0010602335124150772,True
iz155,,12.499999999999991,0.0004819243238250351,True
iz155,,12.69999999999999,4.819243238250351e-05,True
iz155,,12.89999999999999,0.00014457729714751052,True
iz155,,13.099999999999989,4.819243238250351e-05,True
iz155,,13.299999999999988,0.0,True
iz155,,13.499999999999988,0.0,True
iz155,,13.699999999999987,0.0,True
iz155,,13.899999999999986,0.0,True
iz155,,14.099999999999985,0.0,True
iz155,,14.299999999999985,0.0,True
iz155,,14.499999999999984,0.0,True
iz155,,14.699999999999983,0.0,True
iz155,,14.899999999999983,0.0,True
iz176,,10.1,0.9195116098581668,True
iz176,,10.299999999999999,0.5270003122468033,True
iz176,,10.499999999999998,0.32790130993055383,True
iz176,,10.699999999999998,0.2146490938316706,True
iz176,,10.899999999999997,0.11013577213814801,True
iz176,,11.099999999999996,0.0701039249724151,True
iz176,,11.299999999999995,0.03694753149325269,True
iz176,,11.499999999999995,0.022746828084541655,True
iz176,,11.699999999999994,0.012690673860725922,True
iz176,,11.899999999999993,0.006746940533550491,True
iz176,,12.099999999999993,0.004144549184895301,True
iz176,,12.299999999999992,0.0019919538718101448,True
iz176,,12.499999999999991,0.0009959769359050724,True
iz176,,12.69999999999999,0.0006425657651000467,True
iz176,,12.89999999999999,0.00041766774731503037,True
iz176,,13.099999999999989,6.425657651000467e-05,True
iz176,,13.299999999999988,3.2128288255002334e-05,True
iz176,,13.499999999999988,0.0,True
iz176,,13.699999999999987,0.0,True
iz176,,13.899999999999986,0.0,True
iz176,,14.099999999999985,0.0,True
iz176,,14.299999999999985,0.0,True
iz176,,14.499999999999984,0.0,True
iz176,,14.699999999999983,0.0,True
iz176,,14.899999999999983,0.0,True
iz207,,10.1,1.0118483103030436,True
iz207,,10.299999999999999,0.605264822435989,True
iz207,,10.499999999999998,0.36802954196105175,True
iz207,,10.699999999999998,0.2560945856806236,True
iz207,,10.899999999999997,0.12877017932604937,True
iz207,,11.099999999999996,0.08674637828850632,True
iz207,,11.299999999999995,0.04636111995196837,True
iz207,,11.499999999999995,0.029365255465072137,True
iz207,,11.699999999999994,0.017381403945956265,True
iz207,,11.899999999999993,0.009574229899990697,True
iz207,,12.099999999999993,0.006522042515765474,True
iz207,,12.299999999999992,0.002763032789930201,True
iz207,,12.499999999999991,0.0016385427010051192,True
iz207,,12.69999999999999,0.0011244900889250818,True
iz207,,12.89999999999999,0.0006425657651000467,True
iz207,,13.099999999999989,0.00019276972953001403,True
iz207,,13.299999999999988,6.425657651000467e-05,True
iz207,,13.499999999999988,3.2128288255002334e-05,True
iz207,,13.699999999999987,3.2128288255002334e-05,True
iz207,,13.899999999999986,0.0,True
iz207,,14.099999999999985,0.0,True
iz207,,14.299999999999985,0.0,True
iz207,,14.499999999999984,0.0,True
iz207,,14.699999999999983,0.0,True
iz207,,14.899999999999983,0.0,True
