iz,z,r,xi
207,0.495942,0.14384498882876628,2521.9753693599973
207,0.495942,0.18329807108324359,1507.701301143304
207,0.495942,0.23357214690901218,955.068049141658
207,0.495942,0.29763514416313175,632.7929885538241
207,0.495942,0.3792690190732249,407.6157443635099
207,0.495942,0.4832930238571753,220.2106470584692
207,0.495942,0.6158482110660263,148.03999156492685
207,0.495942,0.7847599703514611,85.06029819920042
207,0.495942,0.9999999999999999,48.79649000230285
207,0.495942,1.2742749857031337,29.707142320900683
207,0.495942,1.6237767391887217,15.220150527478513
207,0.495942,2.069138081114789,7.51216395881797
207,0.495942,2.636650898730357,4.128884813314632
207,0.495942,3.3598182862837818,2.408434850333539
207,0.495942,4.281332398719393,1.4976163058555252
207,0.495942,5.455594781168517,1.1308892003046025
207,0.495942,6.951927961775603,1.063690791301236
207,0.495942,8.858667904100825,0.9906397542769236
